player_id,first_name,last_name,player_name,current_club_id,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,international_caps,international_goals,current_national_team_id,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,stats_player_name,stats_position,stats_club,minutes_played,goals,assists,xG,xAG,progressive_passes,progressive_carries,dribbles_attempted,dribbles_successful,shot_creating_actions,goal_creating_actions,tackles,blocks,yellow_cards_stats,red_cards_stats,position_group,goals_per90,assists_per90,xG_per90,xAG_per90,progressive_passes_per90,progressive_carries_per90,dribbles_successful_per90,shot_creating_actions_per90,goal_creating_actions_per90,tackles_per90,blocks_per90,goals_percentile,assists_percentile,xG_percentile,xAG_percentile,progressive_passes_percentile,progressive_carries_percentile,dribbles_successful_percentile,shot_creating_actions_percentile,goal_creating_actions_percentile,tackles_percentile,blocks_percentile,goals_per90_percentile,assists_per90_percentile,xG_per90_percentile,xAG_per90_percentile,progressive_passes_per90_percentile,progressive_carries_per90_percentile,dribbles_successful_per90_percentile,shot_creating_actions_per90_percentile,goal_creating_actions_per90_percentile,tackles_per90_percentile,blocks_per90_percentile,performance_score,age,market_value_in_eur_percentile,age_percentile,moneyball_score
67920,,Ganso,Ganso,2462,Brazil,Ananindeua,Brazil,1989-10-12,Attacking Midfield,Midfield,left,184.0,2026-12-31 00:00:00,8.0,0.0,,BRA1,Fluminense Football Club,300000.0,18000000.0,Ganso,"AM,DM",Fluminense,2169.0,3.0,6.0,2.5,3.4,165.0,15.0,20.0,14.0,95.0,9.0,34.0,15.0,11.0,1.0,Attacking Midfielder,0.12448132780082988,0.24896265560165975,0.1037344398340249,0.14107883817427386,6.846473029045643,0.6224066390041494,0.5809128630705394,3.941908713692946,0.37344398340248963,1.4107883817427385,0.6224066390041494,0.42857142857142855,0.7857142857142857,0.42857142857142855,0.47619047619047616,0.9047619047619048,0.09523809523809523,0.3333333333333333,0.6190476190476191,0.5238095238095238,0.8095238095238095,0.47619047619047616,0.3333333333333333,0.7142857142857143,0.2857142857142857,0.38095238095238093,0.7619047619047619,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.42857142857142855,0.5714285714285714,0.38095238095238093,0.4109347442680776,35,0.11764705882352941,0.8809523809523809,0.485006224712107
74758,,Marinho,Marinho,2125,Brazil,Penedo,Brazil,1990-05-29,Right Winger,Attack,left,169.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Vitória,200000.0,4000000.0,Marinho,FW,Fortaleza,1348.0,4.0,3.0,2.2,1.8,53.0,54.0,59.0,26.0,63.0,8.0,28.0,20.0,4.0,1.0,Winger,0.26706231454005935,0.20029673590504452,0.14688427299703266,0.1201780415430267,3.538575667655786,3.605341246290801,1.7359050445103859,4.206231454005934,0.5341246290801187,1.8694362017804154,1.3353115727002969,0.6153846153846154,0.6730769230769231,0.25,0.36538461538461536,0.3076923076923077,0.6538461538461539,0.5769230769230769,0.5961538461538461,0.7307692307692307,0.5192307692307693,0.6153846153846154,0.8461538461538461,0.7307692307692307,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.8076923076923077,0.5769230769230769,0.8846153846153846,0.8461538461538461,0.6538461538461539,0.6923076923076923,0.6508875739644969,34,0.09523809523809523,0.9230769230769231,0.6282614821076359
75080,Alan,Ruschel,Alan Ruschel,10492,Brazil,Taquara,Brazil,1989-08-23,Left-Back,Defender,left,176.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Juventude,,,Alan Ruschel,LB,Juventude,2243.0,1.0,1.0,0.7,1.6,120.0,43.0,24.0,10.0,56.0,5.0,69.0,30.0,7.0,2.0,Full-Back,0.04012483281319661,0.04012483281319661,0.02808738296923763,0.06419973250111458,4.814979937583594,1.7253678109674544,0.40124832813196615,2.2469906375390103,0.20062416406598307,2.768613464110566,1.2037449843958985,0.4857142857142857,0.42857142857142855,0.42857142857142855,0.4714285714285714,0.7714285714285715,0.6714285714285714,0.4857142857142857,0.6571428571428571,0.6428571428571429,0.9428571428571428,0.8714285714285714,0.37142857142857144,0.37142857142857144,0.34285714285714286,0.2571428571428571,0.6857142857142857,0.37142857142857144,0.2857142857142857,0.4857142857142857,0.5142857142857142,0.8,0.7714285714285715,0.5085714285714286,35,,0.9285714285714286,
75435,,Marcos Rocha,Marcos Rocha,210,Brazil,Sete Lagoas,Brazil,1988-12-11,Right-Back,Defender,right,176.0,2026-12-31 00:00:00,2.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,200000.0,6000000.0,Marcos Rocha,WB,Palmeiras,1936.0,0.0,2.0,0.3,3.6,150.0,35.0,18.0,8.0,83.0,7.0,55.0,22.0,5.0,1.0,Full-Back,0.0,0.09297520661157024,0.013946280991735536,0.16735537190082644,6.973140495867769,1.6270661157024793,0.371900826446281,3.8584710743801653,0.32541322314049587,2.5568181818181817,1.0227272727272727,0.15714285714285714,0.6428571428571429,0.2,0.9142857142857143,0.9714285714285714,0.45714285714285713,0.3,0.9428571428571428,0.8857142857142857,0.7142857142857143,0.6,0.15714285714285714,0.6285714285714286,0.14285714285714285,0.8571428571428571,1.0,0.3142857142857143,0.17142857142857143,0.9714285714285714,0.8,0.7428571428571429,0.5142857142857142,0.64,36,0.08064516129032258,1.0,0.6138387096774194
76191,,Osvaldo,Osvaldo,2125,Brazil,Fortaleza,Brazil,1987-04-11,Right Winger,Attack,right,170.0,2026-06-30 00:00:00,2.0,0.0,,BRA1,Esporte Clube Vitória,75000.0,4500000.0,Osvaldo,LW,Vitória,1072.0,2.0,0.0,2.3000000000000003,1.6,37.0,29.0,33.0,12.0,43.0,3.0,8.0,10.0,1.0,0.0,Winger,0.16791044776119401,0.0,0.19309701492537315,0.13432835820895522,3.1063432835820897,2.434701492537313,1.007462686567164,3.6100746268656714,0.251865671641791,0.6716417910447761,0.8395522388059701,0.28846153846153844,0.07692307692307693,0.3269230769230769,0.23076923076923078,0.15384615384615385,0.17307692307692307,0.17307692307692307,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.4230769230769231,0.07692307692307693,0.6538461538461539,0.5,0.2692307692307692,0.34615384615384615,0.23076923076923078,0.4230769230769231,0.3076923076923077,0.11538461538461539,0.46153846153846156,0.3905325443786983,37,0.047619047619047616,1.0,0.472414764722457
77100,,Lucas Moura,Lucas Moura,585,Brazil,São Paulo,Brazil,1992-08-13,Right Winger,Attack,right,172.0,2026-12-31 00:00:00,37.0,4.0,,BRA1,São Paulo Futebol Clube,2000000.0,40000000.0,Lucas Moura,FW,São Paulo,2246.0,10.0,6.0,4.9,2.9,131.0,87.0,100.0,48.0,103.0,12.0,27.0,17.0,4.0,0.0,Winger,0.40071237756010686,0.2404274265360641,0.1963490650044524,0.11620658949243098,5.2493321460374,3.4861976847729297,1.9234194122885129,4.127337488869101,0.4808548530721282,1.0819234194122884,0.6812110418521816,1.0,1.0,0.8076923076923077,0.6923076923076923,0.9230769230769231,0.8076923076923077,0.8461538461538461,0.9038461538461539,0.9615384615384616,0.46153846153846156,0.5576923076923077,0.9615384615384616,0.8076923076923077,0.6923076923076923,0.34615384615384615,0.8461538461538461,0.6923076923076923,0.6923076923076923,0.8461538461538461,0.6923076923076923,0.3076923076923077,0.3076923076923077,0.6937869822485208,32,0.5,0.8461538461538461,0.5643491124260355
80562,,Hulk,Hulk,2462,Brazil,Campina Grande,Brazil,1986-07-25,Centre-Forward,Attack,left,180.0,2027-12-31 00:00:00,49.0,11.0,,BRA1,Fluminense Football Club,1000000.0,48000000.0,Hulk,FW,Atlético Mineiro,1806.0,10.0,5.0,8.5,2.0,57.0,33.0,78.0,33.0,80.0,13.0,10.0,8.0,5.0,1.0,Centre-Forward,0.49833887043189373,0.24916943521594687,0.42358803986710963,0.09966777408637874,2.840531561461794,1.6445182724252494,1.6445182724252494,3.98671096345515,0.6478405315614618,0.49833887043189373,0.39867109634551495,0.7380952380952381,0.9761904761904762,0.7142857142857143,0.5,0.8809523809523809,0.8571428571428571,1.0,1.0,1.0,0.4523809523809524,0.2857142857142857,0.8571428571428571,0.9523809523809523,0.8571428571428571,0.6666666666666666,0.9047619047619048,0.9047619047619048,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.8833333333333332,38,0.3333333333333333,1.0,0.6966666666666665
95732,Martin,Braithwaite,Martin Braithwaite,210,Denmark,Esbjerg,Denmark,1991-06-05,Centre-Forward,Attack,right,177.0,2027-12-31 00:00:00,69.0,10.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,1000000.0,12000000.0,Martin Braithwaite,FW,Grêmio,1395.0,7.0,2.0,5.2,1.2999999999999998,29.0,19.0,28.0,11.0,30.0,7.0,9.0,6.0,1.0,0.0,Centre-Forward,0.45161290322580644,0.12903225806451613,0.33548387096774196,0.08387096774193548,1.8709677419354838,1.2258064516129032,0.7096774193548387,1.935483870967742,0.45161290322580644,0.5806451612903226,0.3870967741935484,0.5238095238095238,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.47619047619047616,0.47619047619047616,0.5238095238095238,0.23809523809523808,0.6904761904761905,0.3333333333333333,0.14285714285714285,0.8095238095238095,0.6190476190476191,0.5238095238095238,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.8095238095238095,0.2857142857142857,0.8571428571428571,0.5238095238095238,0.2857142857142857,0.6214285714285714,33,0.3333333333333333,0.7380952380952381,0.5788095238095238
103381,,Tiquinho Soares,Tiquinho Soares,3876,Brazil,Sousa,Brazil,1991-01-17,Centre-Forward,Attack,right,187.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,800000.0,12000000.0,Tiquinho Soares,FW,Botafogo (RJ),1349.0,5.0,3.0,6.7,2.1,27.0,7.0,19.0,9.0,41.0,6.0,13.0,10.0,4.0,1.0,Centre-Forward,0.3335804299481097,0.20014825796886582,0.44699777613046704,0.14010378057820608,1.8013343217197924,0.46701260192735355,0.6004447739065975,2.7353595255745,0.40029651593773163,0.8673091178650852,0.6671608598962194,0.40476190476190477,0.6904761904761905,0.5476190476190477,0.5952380952380952,0.38095238095238093,0.19047619047619047,0.38095238095238093,0.42857142857142855,0.5714285714285714,0.6190476190476191,0.5238095238095238,0.47619047619047616,0.9047619047619048,0.9523809523809523,1.0,0.6190476190476191,0.19047619047619047,0.6666666666666666,0.9047619047619048,0.7619047619047619,0.7619047619047619,0.6190476190476191,0.8,33,0.19444444444444445,0.7380952380952381,0.7206746031746031
104505,,Alan Patrick,Alan Patrick,6600,Brazil,São Paulo,Brazil,1991-05-13,Attacking Midfield,Midfield,right,177.0,2027-12-31 00:00:00,4.0,0.0,,BRA1,Sport Club Internacional,2000000.0,8000000.0,Alan Patrick,AM,Internacional,1777.0,8.0,3.0,7.2,8.200000000000001,128.0,35.0,58.0,34.0,127.0,13.0,22.0,17.0,3.0,0.0,Attacking Midfielder,0.4051772650534609,0.15194147439504782,0.36465953854811484,0.41530669667979747,6.482836240855375,1.7726505346088912,1.7220033764772087,6.432189082723692,0.6584130557118739,1.1142374788970175,0.8610016882386043,0.8333333333333334,0.40476190476190477,0.9523809523809523,1.0,0.7142857142857143,0.5238095238095238,0.8095238095238095,0.8571428571428571,0.8333333333333334,0.47619047619047616,0.6428571428571429,0.9047619047619048,0.38095238095238093,0.9523809523809523,1.0,0.7142857142857143,0.5714285714285714,0.7619047619047619,1.0,0.8095238095238095,0.38095238095238093,0.7142857142857143,0.8465608465608467,33,0.5882352941176471,0.8095238095238095,0.6394491129785248
113586,,Manoel,Manoel,2462,Brazil,Bacabal,Brazil,1990-02-26,Centre-Back,Defender,right,181.0,,,,,BRA1,Fluminense Football Club,350000.0,5500000.0,Manoel,CB,Fluminense,1047.0,0.0,0.0,0.2,0.1,17.0,0.0,3.0,3.0,2.0,0.0,14.0,14.0,2.0,0.0,Centre-Back,0.0,0.0,0.017191977077363897,0.008595988538681949,1.4613180515759312,0.0,0.25787965616045844,0.17191977077363896,0.0,1.2034383954154728,1.2034383954154728,0.2625,0.35,0.0875,0.2875,0.025,0.025,0.45,0.025,0.1625,0.125,0.2125,0.2625,0.35,0.15,0.375,0.025,0.025,0.575,0.025,0.1625,0.275,0.55,0.23166666666666666,34,0.13636363636363635,0.9,0.3699090909090909
121986,,Lucas Sasha,Lucas Sasha,10870,Brazil,São Paulo,Brazil,1990-03-01,Defensive Midfield,Midfield,both,177.0,2026-12-31 00:00:00,,,,BRA1,Fortaleza Esporte Clube,750000.0,2000000.0,Lucas Sasha,CM,Fortaleza,1220.0,0.0,0.0,0.5,1.5,40.0,7.0,12.0,6.0,18.0,0.0,61.0,35.0,2.0,0.0,Defensive Midfielder,0.0,0.0,0.036885245901639344,0.11065573770491804,2.9508196721311477,0.5163934426229508,0.4426229508196722,1.3278688524590165,0.0,4.5,2.581967213114754,0.2619047619047619,0.19047619047619047,0.2619047619047619,0.7142857142857143,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.6666666666666666,0.7619047619047619,0.2619047619047619,0.19047619047619047,0.38095238095238093,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.19047619047619047,0.09523809523809523,1.0,1.0,0.5602240896358542,34,0.17647058823529413,1.0,0.5420168067226889
137745,,Marçal,Marçal,537,Brazil,São Paulo,Brazil,1989-02-19,Left-Back,Defender,left,178.0,2026-12-31 00:00:00,,,,BRA1,S. A. F. Botafogo,200000.0,8000000.0,Fernando Marçal,LB,Botafogo (RJ),1014.0,1.0,0.0,0.3,0.6,59.0,18.0,9.0,4.0,23.0,0.0,28.0,9.0,5.0,0.0,Full-Back,0.08875739644970415,0.0,0.026627218934911243,0.05325443786982249,5.236686390532545,1.5976331360946745,0.3550295857988166,2.0414201183431953,0.0,2.485207100591716,0.7988165680473372,0.4857142857142857,0.17142857142857143,0.2,0.07142857142857142,0.4,0.17142857142857143,0.07142857142857142,0.11428571428571428,0.05714285714285714,0.3,0.12857142857142856,0.7714285714285715,0.17142857142857143,0.3142857142857143,0.17142857142857143,0.8,0.2571428571428571,0.11428571428571428,0.2857142857142857,0.05714285714285714,0.6857142857142857,0.2571428571428571,0.3817142857142856,35,0.08064516129032258,0.9285714285714286,0.46958156682027646
139867,Robert,Arboleda,Robert Arboleda,585,Ecuador,Esmeraldas,Ecuador,1991-10-22,Centre-Back,Defender,right,189.0,2027-12-31 00:00:00,39.0,2.0,,BRA1,São Paulo Futebol Clube,400000.0,2500000.0,Robert Arboleda,CB,São Paulo,2256.0,2.0,0.0,1.2000000000000002,0.5,45.0,2.0,0.0,0.0,19.0,3.0,31.0,28.0,3.0,0.0,Centre-Back,0.0797872340425532,0.0,0.04787234042553193,0.0199468085106383,1.7952127659574468,0.0797872340425532,0.0,0.7579787234042553,0.11968085106382978,1.2367021276595744,1.1170212765957448,0.8625,0.35,0.7375,0.6375,0.45,0.1625,0.0625,0.625,0.8875,0.7125,0.6875,0.8,0.35,0.575,0.6,0.1,0.075,0.0625,0.475,0.8,0.35,0.375,0.23666666666666666,33,0.18181818181818182,0.85,0.3690454545454545
145400,Walter,Kannemann,Walter Kannemann,210,Argentina,Concepción del Uruguay,Argentina,1991-03-14,Centre-Back,Defender,left,184.0,2027-12-31 00:00:00,6.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,350000.0,6000000.0,Walter Kannemann,CB,Grêmio,1000.0,0.0,2.0,0.6000000000000001,0.8,21.0,2.0,6.0,6.0,8.0,2.0,18.0,16.0,6.0,1.0,Centre-Back,0.0,0.18,0.054000000000000006,0.07200000000000001,1.8900000000000001,0.18,0.54,0.72,0.18,1.6199999999999999,1.44,0.2625,0.95,0.425,0.7875,0.075,0.1625,0.6875,0.175,0.6875,0.2125,0.275,0.2625,1.0,0.675,0.925,0.15,0.225,0.9,0.425,0.9,0.725,0.75,0.4733333333333334,33,0.13636363636363635,0.85,0.5224090909090909
147361,,Mayke,Mayke,221,Brazil,Carangola,Brazil,1992-11-10,Right-Back,Defender,right,178.0,2027-12-31 00:00:00,,,,BRA1,Santos Futebol Clube,1500000.0,5500000.0,Mayke,RB,Palmeiras,1035.0,1.0,0.0,1.2,0.8,73.0,20.0,11.0,8.0,36.0,2.0,36.0,13.0,7.0,0.0,Full-Back,0.08695652173913043,0.0,0.10434782608695652,0.06956521739130436,6.3478260869565215,1.7391304347826086,0.6956521739130435,3.130434782608696,0.17391304347826086,3.130434782608696,1.1304347826086956,0.4857142857142857,0.17142857142857143,0.6428571428571429,0.17142857142857143,0.45714285714285713,0.22857142857142856,0.3,0.42857142857142855,0.2571428571428571,0.42857142857142855,0.32857142857142857,0.7142857142857143,0.17142857142857143,0.8857142857142857,0.34285714285714286,0.9428571428571428,0.4,0.5142857142857142,0.8285714285714286,0.4,0.9428571428571428,0.6,0.5702857142857143,32,0.2903225806451613,0.7857142857142857,0.5517336405529955
