player_id,first_name,last_name,name_x,last_season_x,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url_x,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,club_id,club_code,name_y,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season_y,filename,url_y,name_normalized,matched,stats_key,Jogador,Pos.,Time,Min.,Gols,Assis.,xG,xAG,PrgP,PrgC,Tent,Suc,SCA,GCA,Div,Bloqueios,CrtsA,CrtV,name_normalized_stats,used
68290,,Neymar,Neymar,2025,221,neymar,Brazil,Mogi das Cruzes,Brazil,1992-02-05 00:00:00,Attacking Midfield,Midfield,right,175.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/68290-1692601435.jpg?lm=1,130.0,80.0,,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290,BRA1,Santos Futebol Clube,8000000.0,180000000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221,neymar,False,,,,,,,,,,,,,,,,,,,,,
69400,,Weverton,Weverton,2025,210,weverton,Brazil,Rio Branco,Brazil,1987-12-13 00:00:00,Goalkeeper,Goalkeeper,right,189.0,2028-12-31 00:00:00,OTB Sports,https://img.a.transfermarkt.technology/portrait/header/69400-1751657170.jpg?lm=1,11.0,0.0,3439.0,https://www.transfermarkt.co.uk/weverton/profil/spieler/69400,BRA1,Grêmio Foot-Ball Porto Alegrense,700000.0,6000000.0,210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210,weverton,True,weverton,Wéverton,GK,Palmeiras,3330.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,2.0,0.0,weverton,True
72441,Rafael,Tolói,Rafael Tolói,2025,585,rafael-toloi,Brazil,Glória D'Oeste,Italy,1990-10-10 00:00:00,Centre-Back,Defender,right,185.0,2026-12-31 00:00:00,Madeira Sports,https://img.a.transfermarkt.technology/portrait/header/72441-1663583172.jpg?lm=1,14.0,0.0,,https://www.transfermarkt.co.uk/rafael-toloi/profil/spieler/72441,BRA1,São Paulo Futebol Clube,800000.0,16000000.0,585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585,rafael toloi,False,,,,,,,,,,,,,,,,,,,,,
73741,,Souza,Souza,2024,978,souza,Brazil,Rio de Janeiro,Brazil,1989-02-11 00:00:00,Defensive Midfield,Midfield,right,188.0,,Carlos Leite,https://img.a.transfermarkt.technology/portrait/header/73741-1712671488.png?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/souza/profil/spieler/73741,BRA1,Club de Regatas Vasco da Gama,325000.0,12500000.0,978,vasco-da-gama-rio-de-janeiro,Club de Regatas Vasco da Gama,BRA1,,32,26.1,10,31.3,5,Estádio São Januário,24584,+€23.85m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vasco-da-gama-rio-de-janeiro/startseite/verein/978,souza,False,,,,,,,,,,,,,,,,,,,,,
74758,,Marinho,Marinho,2025,2125,marinho,Brazil,Penedo,Brazil,1990-05-29 00:00:00,Right Winger,Attack,left,169.0,2026-12-31 00:00:00,Lipatin Sports,https://img.a.transfermarkt.technology/portrait/header/74758-1729175331.jpg?lm=1,,,,https://www.transfermarkt.co.uk/marinho/profil/spieler/74758,BRA1,Esporte Clube Vitória,200000.0,4000000.0,2125,esporte-clube-vitoria,Esporte Clube Vitória,BRA1,,39,28.3,7,17.9,0,Estádio Manoel Barradas,30793,+€1.36m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-vitoria/startseite/verein/2125,marinho,True,marinho,Marinho,FW,Fortaleza,1348.0,4.0,3.0,2.2,1.8,53.0,54.0,59.0,26.0,63.0,8.0,28.0,20.0,4.0,1.0,marinho,True
75080,Alan,Ruschel,Alan Ruschel,2024,10492,alan-ruschel,Brazil,Taquara,Brazil,1989-08-23 00:00:00,Left-Back,Defender,left,176.0,2026-12-31 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/75080-1623674737.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alan-ruschel/profil/spieler/75080,BRA1,Esporte Clube Juventude,,,10492,esporte-clube-juventude,Esporte Clube Juventude,BRA1,,29,28.3,3,10.3,0,Estádio Alfredo Jaconi,23726,+€1.13m,Roger Machado,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-juventude/startseite/verein/10492,alan ruschel,True,alan ruschel,Alan Ruschel,LB,Juventude,2243.0,1.0,1.0,0.7,1.6,120.0,43.0,24.0,10.0,56.0,5.0,69.0,30.0,7.0,2.0,alan ruschel,True
75102,,Denis,Denis,2024,8718,denis,Brazil,Jaú,Brazil,1987-04-14 00:00:00,Goalkeeper,Goalkeeper,left,188.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_75102_585_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/denis/profil/spieler/75102,BRA1,Sport Club do Recife,200000.0,2000000.0,8718,sport-club-do-recife,Sport Club do Recife,BRA1,,29,27.1,1,3.4,0,Estádio Adelmar da Costa Carvalho,35000,+€2.95m,Mariano Soso,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/sport-club-do-recife/startseite/verein/8718,denis,False,,,,,,,,,,,,,,,,,,,,,
75435,,Marcos Rocha,Marcos Rocha,2025,210,marcos-rocha,Brazil,Sete Lagoas,Brazil,1988-12-11 00:00:00,Right-Back,Defender,right,176.0,2026-12-31 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/75435-1543836089.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/marcos-rocha/profil/spieler/75435,BRA1,Grêmio Foot-Ball Porto Alegrense,200000.0,6000000.0,210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210,marcos rocha,True,marcos rocha,Marcos Rocha,WB,Palmeiras,1936.0,0.0,2.0,0.30000000000000004,3.6,150.0,35.0,18.0,8.0,83.0,7.0,55.0,22.0,5.0,1.0,marcos rocha,True
75942,Tomás,Rincón,Tomás Rincón,2025,221,tomas-rincon,Venezuela,San Cristóbal,Venezuela,1988-01-13 00:00:00,Defensive Midfield,Midfield,right,175.0,2026-12-31 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/75942-1661350808.jpg?lm=1,143.0,1.0,3504.0,https://www.transfermarkt.co.uk/tomas-rincon/profil/spieler/75942,BRA1,Santos Futebol Clube,100000.0,9000000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221,tomas rincon,False,,,,,,,,,,,,,,,,,,,,,
76191,,Osvaldo,Osvaldo,2025,2125,osvaldo,Brazil,Fortaleza,Brazil,1987-04-11 00:00:00,Right Winger,Attack,right,170.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/76191-1681676097.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/osvaldo/profil/spieler/76191,BRA1,Esporte Clube Vitória,75000.0,4500000.0,2125,esporte-clube-vitoria,Esporte Clube Vitória,BRA1,,39,28.3,7,17.9,0,Estádio Manoel Barradas,30793,+€1.36m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-vitoria/startseite/verein/2125,osvaldo,True,osvaldo,Osvaldo,LW,Vitória,1072.0,2.0,0.0,2.3000000000000003,1.6,37.0,29.0,33.0,12.0,43.0,3.0,8.0,10.0,1.0,0.0,osvaldo,True
77100,,Lucas Moura,Lucas Moura,2025,585,lucas-moura,Brazil,São Paulo,Brazil,1992-08-13 00:00:00,Right Winger,Attack,right,172.0,2026-12-31 00:00:00,4ComM,https://img.a.transfermarkt.technology/portrait/header/77100-1654164113.jpg?lm=1,37.0,4.0,,https://www.transfermarkt.co.uk/lucas-moura/profil/spieler/77100,BRA1,São Paulo Futebol Clube,2000000.0,40000000.0,585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585,lucas moura,True,lucas moura,Lucas Moura,FW,São Paulo,2246.0,10.0,6.0,4.9,2.9,131.0,87.0,100.0,48.0,103.0,12.0,27.0,17.0,4.0,0.0,lucas moura,True
