player_id,first_name,last_name,player_name,current_club_id,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,international_caps,international_goals,current_national_team_id,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,stats_player_name,stats_position,stats_club,minutes_played,goals,assists,xG,xAG,progressive_passes,progressive_carries,dribbles_attempted,dribbles_successful,shot_creating_actions,goal_creating_actions,tackles,blocks,yellow_cards_stats,red_cards_stats,position_group,goals_per90,assists_per90,xG_per90,xAG_per90,progressive_passes_per90,progressive_carries_per90,dribbles_successful_per90,shot_creating_actions_per90,goal_creating_actions_per90,tackles_per90,blocks_per90,goals_percentile,assists_percentile,xG_percentile,xAG_percentile,progressive_passes_percentile,progressive_carries_percentile,dribbles_successful_percentile,shot_creating_actions_percentile,goal_creating_actions_percentile,tackles_percentile,blocks_percentile,goals_per90_percentile,assists_per90_percentile,xG_per90_percentile,xAG_per90_percentile,progressive_passes_per90_percentile,progressive_carries_per90_percentile,dribbles_successful_per90_percentile,shot_creating_actions_per90_percentile,goal_creating_actions_per90_percentile,tackles_per90_percentile,blocks_per90_percentile,performance_score,age,market_value_in_eur_percentile,age_percentile,moneyball_score,cluster
195810,,Bastos,Bastos,537,Angola,Luanda,Angola,1991-03-27,Centre-Back,Defender,right,184.0,2026-12-31 00:00:00,54.0,2.0,,BRA1,S. A. F. Botafogo,600000.0,8000000.0,Bastos,CB,Botafogo (RJ),2628.0,3.0,0.0,1.8,0.1,111.0,12.0,5.0,2.0,21.0,2.0,32.0,27.0,6.0,0.0,Centre-Back,0.1027397260273972,0.0,0.0616438356164383,0.0034246575342465,3.8013698630136985,0.410958904109589,0.0684931506849315,0.7191780821917808,0.0684931506849315,1.095890410958904,0.9246575342465752,0.925,0.35,0.85,0.2875,0.875,0.6625,0.325,0.7125,0.6875,0.7875,0.6375,0.9,0.35,0.75,0.25,0.725,0.425,0.175,0.4,0.5,0.2,0.275,0.425,33,0.2727272727272727,0.85,0.4593181818181818,1
215390,Gustavo,Gómez,Gustavo Gómez,1023,Paraguay,San Juan Bautista,Paraguay,1993-05-06,Centre-Back,Defender,right,185.0,2027-12-31 00:00:00,94.0,4.0,,BRA1,Sociedade Esportiva Palmeiras,3500000.0,9000000.0,Gustavo Gómez,CB,Palmeiras,2367.0,1.0,2.0,3.7,1.7999999999999998,82.0,8.0,4.0,1.0,22.0,2.0,38.0,35.0,9.0,0.0,Centre-Back,0.0380228136882129,0.0760456273764258,0.1406844106463878,0.0684410646387832,3.11787072243346,0.3041825095057034,0.0380228136882129,0.8365019011406843,0.0760456273764258,1.4448669201520912,1.3307984790874523,0.675,0.95,0.95,0.925,0.75,0.4,0.1875,0.7625,0.6875,0.8875,0.85,0.525,0.85,0.95,0.875,0.525,0.35,0.125,0.525,0.525,0.55,0.675,0.5483333333333333,31,0.7272727272727273,0.675,0.4459318181818182,1
258254,,Jemerson,Jemerson,210,Brazil,Jeremoabo,Brazil,1992-08-24,Centre-Back,Defender,right,184.0,2026-11-30 00:00:00,2.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,1700000.0,18000000.0,Jemerson,CB,Atlético Mineiro,1256.0,1.0,0.0,0.7,0.0,23.0,2.0,2.0,2.0,4.0,0.0,21.0,23.0,7.0,0.0,Centre-Back,0.071656050955414,0.0,0.0501592356687898,0.0,1.6480891719745223,0.143312101910828,0.143312101910828,0.286624203821656,0.0,1.5047770700636942,1.6480891719745223,0.675,0.35,0.4875,0.125,0.1,0.1625,0.325,0.075,0.1625,0.3375,0.5375,0.75,0.35,0.625,0.125,0.05,0.15,0.45,0.075,0.1625,0.675,0.8375,0.44,32,0.5757575757575758,0.7625,0.4056856060606061,3
262851,Emanuel,Brítez,Emanuel Brítez,2125,Argentina,Santa Fe,Argentina,1992-03-26,Centre-Back,Defender,right,178.0,2027-06-30 00:00:00,,,,BRA1,Esporte Clube Vitória,,,Emanuel Brítez,CB,Fortaleza,2503.0,0.0,2.0,1.1,2.0,63.0,12.0,14.0,10.0,34.0,3.0,60.0,33.0,11.0,2.0,Centre-Back,0.0,0.0719137035557331,0.0395525369556532,0.0719137035557331,2.2652816620055933,0.4314822213343987,0.3595685177786655,1.222532960447463,0.1078705553335996,2.1574111066719937,1.1865761086695965,0.2625,0.95,0.65,1.0,0.65,0.6625,0.9375,0.925,0.8875,1.0,0.8,0.2625,0.825,0.475,0.9,0.275,0.475,0.8,0.8,0.775,0.975,0.475,0.5416666666666666,32,,0.7625,,0
273000,Júnior,Alonso,Júnior Alonso,330,Paraguay,Asunción,Paraguay,1993-02-09,Centre-Back,Defender,left,185.0,2026-12-31 00:00:00,76.0,3.0,,BRA1,Clube Atlético Mineiro,1500000.0,8000000.0,Júnior Alonso,CB,Atlético Mineiro,956.0,1.0,0.0,0.2,0.0,45.0,16.0,5.0,3.0,15.0,1.0,18.0,5.0,2.0,0.0,Centre-Back,0.0941422594142259,0.0,0.0188284518828451,0.0,4.236401673640168,1.506276150627615,0.2824267782426778,1.4121338912133892,0.0941422594142259,1.694560669456067,0.4707112970711297,0.675,0.35,0.0875,0.125,0.45,0.75,0.45,0.5375,0.425,0.2125,0.025,0.85,0.35,0.2,0.125,0.85,0.925,0.625,0.875,0.675,0.775,0.025,0.62,31,0.5151515151515151,0.675,0.5419621212121212,2
323850,,Zé Marcos,Zé Marcos,2125,Brazil,Americana,Brazil,1998-02-01,Centre-Back,Defender,left,188.0,2026-11-30 00:00:00,6.0,0.0,,BRA1,Esporte Clube Vitória,,,Zé Marcos,CB,Juventude,1951.0,0.0,0.0,0.9,0.1,42.0,5.0,3.0,2.0,10.0,2.0,30.0,25.0,12.0,2.0,Centre-Back,0.0,0.0,0.0415171706817016,0.0046130189646335,1.9374679651460789,0.230650948231676,0.0922603792926704,0.461301896463352,0.0922603792926704,1.3839056893900563,1.1532547411583804,0.2625,0.35,0.5625,0.2875,0.25,0.325,0.325,0.325,0.6875,0.6125,0.6,0.2625,0.35,0.5,0.275,0.2,0.275,0.3,0.175,0.625,0.475,0.45,0.35,26,,0.2625,,1
341701,,Igor Rabello,Igor Rabello,2462,Brazil,Rio de Janeiro,Brazil,1995-04-28,Centre-Back,Defender,right,190.0,2027-12-31 00:00:00,1.0,0.0,,BRA1,Fluminense Football Club,1400000.0,3500000.0,Igor Rabello,CB,Atlético Mineiro,962.0,0.0,1.0,0.3,0.2,20.0,2.0,2.0,1.0,9.0,0.0,20.0,14.0,3.0,1.0,Centre-Back,0.0,0.0935550935550935,0.028066528066528,0.0187110187110187,1.8711018711018712,0.1871101871101871,0.0935550935550935,0.841995841995842,0.0,1.8711018711018712,1.30977130977131,0.2625,0.7875,0.2375,0.425,0.05,0.1625,0.1875,0.225,0.1625,0.2875,0.2125,0.2625,0.9,0.325,0.525,0.125,0.25,0.325,0.55,0.1625,0.9,0.65,0.4883333333333333,29,0.4545454545454545,0.5625,0.4949886363636363,3
349513,,Neris,Neris,2125,Brazil,Tucuruí,Brazil,1992-06-17,Centre-Back,Defender,right,192.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Vitória,200000.0,2000000.0,Neris,CB,Cruzeiro,1663.0,1.0,0.0,0.3,0.0,43.0,10.0,10.0,8.0,10.0,1.0,33.0,23.0,3.0,1.0,Centre-Back,0.0541190619362597,0.0,0.0162357185808779,0.0,2.3271196632591704,0.5411906193625977,0.4329524954900782,0.5411906193625977,0.0541190619362597,1.7859290438965725,1.2447384245339748,0.675,0.35,0.2375,0.125,0.3125,0.5375,0.8375,0.325,0.425,0.825,0.5375,0.675,0.35,0.125,0.125,0.3,0.55,0.825,0.25,0.425,0.825,0.625,0.56,32,0.0757575757575757,0.7625,0.6026856060606061,3
374136,,Léo Ortiz,Léo Ortiz,614,Brazil,Porto Alegre,Brazil,1996-01-03,Centre-Back,Defender,right,185.0,2028-12-31 00:00:00,2.0,0.0,,BRA1,Clube de Regatas do Flamengo,12000000.0,15000000.0,Leo Ortiz,CB,Flamengo,1878.0,1.0,2.0,1.0,1.3,138.0,16.0,13.0,7.0,32.0,2.0,31.0,17.0,2.0,0.0,Centre-Back,0.047923322683706,0.0958466453674121,0.047923322683706,0.0623003194888178,6.613418530351438,0.7667731629392972,0.3354632587859425,1.5335463258785944,0.0958466453674121,1.4856230031948885,0.8146964856230032,0.675,0.95,0.6,0.875,1.0,0.75,0.7375,0.9,0.6875,0.7125,0.3,0.65,0.95,0.6,0.85,1.0,0.75,0.725,0.9,0.7,0.6,0.175,0.64,29,0.9848484848484848,0.5625,0.4534128787878788,0
379752,Alexander,Barboza,Alexander Barboza,1023,Argentina,Villa Celina,Argentina,1995-03-16,Centre-Back,Defender,left,193.0,2028-12-31 00:00:00,,,,BRA1,Sociedade Esportiva Palmeiras,5000000.0,6000000.0,Alexander Barboza,CB,Botafogo (RJ),2033.0,0.0,1.0,1.5,0.9,89.0,14.0,12.0,8.0,24.0,2.0,30.0,27.0,11.0,2.0,Centre-Back,0.0,0.0442695523856369,0.0664043285784554,0.0398425971470732,3.939990162321693,0.6197737333989178,0.3541564190850959,1.0624692572552876,0.0885391047712739,1.3280865715691097,1.1952779144121988,0.2625,0.7875,0.8125,0.825,0.775,0.7,0.8375,0.8125,0.6875,0.6125,0.6375,0.2625,0.725,0.8,0.75,0.75,0.65,0.75,0.75,0.6,0.425,0.5,0.5833333333333334,29,0.8939393939393939,0.5625,0.4421401515151515,0
379807,,Lyanco,Lyanco,330,Brazil,Vitória,Brazil,1997-02-01,Centre-Back,Defender,right,187.0,2029-12-31 00:00:00,10.0,0.0,,BRA1,Clube Atlético Mineiro,4500000.0,8000000.0,Lyanco,CB,Atlético Mineiro,904.0,0.0,0.0,0.2,0.2,37.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,8.0,1.0,Centre-Back,0.0,0.0,0.0199115044247787,0.0199115044247787,3.683628318584071,0.8960176991150443,0.497787610619469,0.497787610619469,0.0995575221238938,1.4933628318584071,1.4933628318584071,0.2625,0.35,0.0875,0.425,0.225,0.475,0.6375,0.1,0.425,0.15,0.25,0.2625,0.35,0.225,0.575,0.7,0.8,0.875,0.2,0.725,0.625,0.775,0.7133333333333333,27,0.8333333333333334,0.375,0.5634166666666666,0
422700,Tomás,Cardona,Tomás Cardona,10870,Argentina,Buenos Aires,Argentina,1995-10-10,Centre-Back,Defender,left,185.0,2026-12-31 00:00:00,,,,BRA1,Fortaleza Esporte Clube,,,Tomás Cardona,CB,Fortaleza,1435.0,1.0,0.0,0.5,0.0,50.0,11.0,0.0,0.0,7.0,0.0,26.0,37.0,4.0,0.0,Centre-Back,0.0627177700348432,0.0,0.0313588850174216,0.0,3.1358885017421603,0.6898954703832753,0.0,0.4390243902439024,0.0,1.6306620209059235,2.320557491289198,0.675,0.35,0.35,0.125,0.525,0.6,0.0625,0.15,0.1625,0.475,0.9125,0.725,0.35,0.4,0.125,0.55,0.7,0.0625,0.125,0.1625,0.75,1.0,0.7433333333333334,29,,0.5625,,3
432773,,Fabrício Bruno,Fabrício Bruno,609,Brazil,Contagem,Brazil,1996-02-12,Centre-Back,Defender,right,190.0,2030-12-31 00:00:00,6.0,0.0,,BRA1,Cruzeiro Esporte Clube,12000000.0,12000000.0,Fabrício Bruno,CB,Flamengo,2310.0,1.0,0.0,0.6000000000000001,0.2,115.0,11.0,4.0,2.0,17.0,1.0,30.0,21.0,6.0,0.0,Centre-Back,0.0389610389610389,0.0,0.0233766233766233,0.0077922077922077,4.48051948051948,0.4285714285714286,0.0779220779220779,0.6623376623376623,0.0389610389610389,1.168831168831169,0.8181818181818181,0.675,0.35,0.425,0.425,0.9,0.6,0.325,0.6,0.425,0.6125,0.45,0.575,0.35,0.275,0.325,0.875,0.45,0.25,0.35,0.375,0.25,0.2,0.4716666666666667,28,0.9848484848484848,0.4875,0.3636628787878787,2
456535,Agustín,Rogel,Agustín Rogel,6600,Uruguay,Montevideo,Uruguay,1997-10-17,Centre-Back,Defender,right,191.0,2027-12-31 00:00:00,1.0,0.0,,BRA1,Sport Club Internacional,1500000.0,4500000.0,Agustín Rogel,CB,Internacional,1055.0,0.0,1.0,1.1,0.0,24.0,1.0,1.0,1.0,6.0,0.0,12.0,7.0,2.0,1.0,Centre-Back,0.0,0.0853080568720379,0.0938388625592417,0.0,2.0473933649289098,0.0853080568720379,0.0853080568720379,0.5118483412322274,0.0,1.0236966824644549,0.5971563981042654,0.2625,0.7875,0.65,0.125,0.125,0.0625,0.1875,0.125,0.1625,0.075,0.0625,0.2625,0.875,0.85,0.125,0.225,0.1,0.275,0.225,0.1625,0.125,0.075,0.1416666666666666,27,0.5151515151515151,0.375,0.2999621212121212,1
458710,,Murilo,Murilo,1023,Brazil,São Gonçalo dos Campos,Brazil,1997-03-27,Centre-Back,Defender,right,188.0,2027-12-31 00:00:00,0.0,0.0,,BRA1,Sociedade Esportiva Palmeiras,5000000.0,10000000.0,Murilo Cerqueira,CB,Palmeiras,2175.0,1.0,0.0,1.5,0.3,127.0,25.0,13.0,7.0,24.0,2.0,38.0,21.0,7.0,1.0,Centre-Back,0.0413793103448275,0.0,0.0620689655172413,0.0124137931034482,5.255172413793104,1.0344827586206895,0.2896551724137931,0.993103448275862,0.0827586206896551,1.572413793103448,0.8689655172413794,0.675,0.35,0.8125,0.5375,0.925,0.925,0.7375,0.8125,0.6875,0.8875,0.45,0.6,0.35,0.775,0.45,0.925,0.875,0.65,0.7,0.575,0.7,0.25,0.6783333333333333,27,0.8939393939393939,0.375,0.5272651515151515,2
466336,Nahuel,Ferraresi,Nahuel Ferraresi,537,Venezuela,San Cristóbal,Venezuela,1998-11-19,Centre-Back,Defender,right,190.0,2026-12-31 00:00:00,45.0,1.0,,BRA1,S. A. F. Botafogo,4500000.0,5000000.0,Nahuel Ferraresi,CB,São Paulo,902.0,1.0,1.0,0.3,0.8,45.0,9.0,7.0,6.0,14.0,3.0,21.0,23.0,2.0,0.0,Centre-Back,0.0997782705099778,0.0997782705099778,0.0299334811529933,0.0798226164079822,4.490022172949002,0.8980044345898004,0.5986696230598669,1.3968957871396896,0.2993348115299334,2.0953436807095343,2.29490022172949,0.675,0.7875,0.2375,0.7875,0.45,0.475,0.6875,0.4875,0.8875,0.3375,0.5375,0.875,0.975,0.35,1.0,0.9,0.825,0.925,0.85,1.0,0.925,0.975,0.9166666666666666,26,0.8333333333333334,0.2625,0.7022916666666665,0
468174,Félix,Torres,Félix Torres,6600,Ecuador,San Lorenzo,Ecuador,1997-01-11,Centre-Back,Defender,right,187.0,2026-12-31 00:00:00,50.0,5.0,,BRA1,Sport Club Internacional,1000000.0,6000000.0,Félix Torres Caicedo,CB,Corinthians,1710.0,0.0,0.0,0.8,0.7,60.0,5.0,8.0,3.0,20.0,2.0,23.0,12.0,3.0,0.0,Centre-Back,0.0,0.0,0.0421052631578947,0.0368421052631578,3.1578947368421053,0.2631578947368421,0.1578947368421052,1.0526315789473684,0.1052631578947368,1.2105263157894737,0.631578947368421,0.2625,0.35,0.525,0.725,0.625,0.325,0.45,0.6625,0.6875,0.3875,0.175,0.2625,0.35,0.55,0.7,0.575,0.325,0.475,0.725,0.75,0.3,0.1,0.3416666666666667,27,0.3939393939393939,0.375,0.4502651515151515,2
484848,,Zé Ivaldo,Zé Ivaldo,221,Brazil,Maceió,Brazil,1997-02-21,Centre-Back,Defender,right,185.0,2028-12-31 00:00:00,,,,BRA1,Santos Futebol Clube,2000000.0,4000000.0,Zé Ivaldo,CB,Cruzeiro,2361.0,1.0,0.0,1.1,0.4,80.0,23.0,17.0,8.0,21.0,0.0,28.0,30.0,9.0,0.0,Centre-Back,0.0381194409148665,0.0,0.0419313850063532,0.0152477763659466,3.049555273189326,0.8767471410419314,0.3049555273189326,0.8005082592121983,0.0,1.0673443456162643,1.1435832274459974,0.675,0.35,0.65,0.5875,0.725,0.875,0.8375,0.7125,0.1625,0.525,0.7375,0.55,0.35,0.525,0.475,0.475,0.775,0.7,0.5,0.1625,0.175,0.425,0.4216666666666667,27,0.6060606060606061,0.375,0.4452348484848485,2
524446,,Kanu,Kanu,10010,Brazil,Duque de Caxias,Brazil,1997-03-07,Centre-Back,Defender,right,186.0,2027-12-31 00:00:00,,,,BRA1,Esporte Clube Bahia,3000000.0,3500000.0,Kanu,CB,Bahia,2700.0,0.0,0.0,0.3,0.0,78.0,18.0,10.0,4.0,9.0,2.0,32.0,36.0,11.0,0.0,Centre-Back,0.0,0.0,0.0099999999999999,0.0,2.6,0.6000000000000001,0.1333333333333333,0.3,0.0666666666666666,1.0666666666666669,1.2000000000000002,0.2625,0.35,0.2375,0.125,0.7,0.8125,0.5625,0.225,0.6875,0.7875,0.875,0.2625,0.35,0.05,0.125,0.4,0.6,0.375,0.1,0.475,0.15,0.525,0.3933333333333333,27,0.6666666666666666,0.375,0.4130833333333333,3
546033,,Sabino,Sabino,585,Brazil,Brasília,Brazil,1996-10-25,Centre-Back,Defender,left,185.0,2028-12-31 00:00:00,,,,BRA1,São Paulo Futebol Clube,1000000.0,1200000.0,José Sabino,CB,São Paulo,972.0,0.0,0.0,0.3,0.0,43.0,5.0,5.0,3.0,10.0,0.0,19.0,11.0,3.0,0.0,Centre-Back,0.0,0.0,0.0277777777777777,0.0,3.9814814814814814,0.4629629629629629,0.2777777777777778,0.925925925925926,0.0,1.7592592592592593,1.0185185185185186,0.2625,0.35,0.2375,0.125,0.3125,0.325,0.45,0.325,0.1625,0.25,0.15,0.2625,0.35,0.3,0.125,0.8,0.5,0.6,0.625,0.1625,0.8,0.35,0.64,28,0.3939393939393939,0.4875,0.6123901515151515,2
